"MACRORREGIÃO ","UNIDADES EXECUTANTES","COMPLEXIDADE","TIPO DE ATENDIMENTO","TIPO DE LEITO","ESPECIALIDADES","FLUXO REGULATÓRIO","PARTICULARIDADES DA SOLICITAÇÃO POR UNIDADE EXECUTANTE","COBERTURA SAD - MUNICÍPIO REFERÊNCIA X UN. EXECUTANTE","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA ","REGULAÇÃO PARA O LEITO","CRER- CONDIÇÕES CLÍNICAS AGUDAS OU DESCOMPENSAÇÃO DE DOENÇAS CRÔNICAS, DISTÚRBIOS HIDROELETROLÍTICOS E OUTRAS INTERCORRÊNCIAS CLÍNICAS QUE NÃO TENHAM INDICAÇÃO PRIMÁRIA CIRÚRGICA OU TRAUMÁTICA.

NÃO É PERFIL: IRA OU DRC, HEMORRAGIA DIGESTIVA, SERVIÇO DE HEMODINÂMICA, PÓS-PCR DE CAUSA NÃO DEFINIDA, IAM, AVC, DOENÇAS INFECTOCONTAGIOSAS, ONCOLOGIA, HEMATOLOGIA, REUMATOLOGIA, PSIQUIATRIA, GINECOLOGIA E OBSTETRÍCIA, NEUROCIRURGIA EM GERAL, CARDIOCIRURGIA, EMBOLIZAÇÃO, TROMBÓLISE E GASTROENTEROLOGIA.","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA ","REGULAÇÃO PARA O LEITO","CRER- CONDIÇÕES CLÍNICAS AGUDAS OU DESCOMPENSAÇÃO DE DOENÇAS CRÔNICAS, DISTÚRBIOS HIDROELETROLÍTICOS E OUTRAS INTERCORRÊNCIAS CLÍNICAS QUE NÃO TENHAM INDICAÇÃO PRIMÁRIA CIRÚRGICA OU TRAUMÁTICA.

NÃO É PERFIL: IRA OU DRC, HEMORRAGIA DIGESTIVA, SERVIÇO DE HEMODINÂMICA, PÓS-PCR DE CAUSA NÃO DEFINIDA, IAM, AVC, DOENÇAS INFECTOCONTAGIOSAS, ONCOLOGIA, HEMATOLOGIA, REUMATOLOGIA, PSIQUIATRIA, GINECOLOGIA E OBSTETRÍCIA, NEUROCIRURGIA EM GERAL, CARDIOCIRURGIA, EMBOLIZAÇÃO, TROMBÓLISE E GASTROENTEROLOGIA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA ","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","CRER- PACIENTES EGRESSOS DA CIRÚRGIA ELETIVA OU DO AMBULATÓRIO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","CRER- PACIENTES EGRESSOS DA CIRÚRGIA ELETIVA OU DO AMBULATÓRIO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","CRER: FRATURA DE COLO DE FÊMUR, TRANSTROCANTÉRICA E PERTROCANTÉRICA, FRATURA DE CLAVÍCULA, LUXAÇÃO ACROMIOCLAVICULAR, DIÁFISE DO ÚMERO, ARTROPLASTIA DE CABEÇA DO RÁDIO, FRATURA LUXAÇÃO DO TORNOZELO, CALCÂNEO, PÉ, ENTRE OUTRAS. CONFORME DISPONIBILIDADE DIÁRIA DE VAGAS POR ESPECIALIDADE.

NÃO É PERFIL: COLUNA, FRATURAS EXPOSTAS, MÚLTIPLAS FRATURAS, COMPLICAÇÃO CIRÚRGICA DE OUTRA UNIDADE E JOELHO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","CRER: FRATURA DE COLO DE FÊMUR, TRANSTROCANTÉRICA E PERTROCANTÉRICA, FRATURA DE CLAVÍCULA, LUXAÇÃO ACROMIOCLAVICULAR, DIÁFISE DO ÚMERO, ARTROPLASTIA DE CABEÇA DO RÁDIO, FRATURA LUXAÇÃO DO TORNOZELO, CALCÂNEO, PÉ, ENTRE OUTRAS. CONFORME DISPONIBILIDADE DIÁRIA DE VAGAS POR ESPECIALIDADE.

NÃO É PERFIL: COLUNA, FRATURAS EXPOSTAS, MÚLTIPLAS FRATURAS, COMPLICAÇÃO CIRÚRGICA DE OUTRA UNIDADE E JOELHO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","CRER: FRATURA DE COLO DE FÊMUR, TRANSTROCANTÉRICA E PERTROCANTÉRICA, FRATURA DE CLAVÍCULA, LUXAÇÃO ACROMIOCLAVICULAR, DIÁFISE DO ÚMERO, ARTROPLASTIA DE CABEÇA DO RÁDIO, FRATURA LUXAÇÃO DO TORNOZELO, CALCÂNEO, PÉ, ENTRE OUTRAS. CONFORME DISPONIBILIDADE DIÁRIA DE VAGAS POR ESPECIALIDADE.

NÃO É PERFIL: COLUNA, FRATURAS EXPOSTAS, MÚLTIPLAS FRATURAS, COMPLICAÇÃO CIRÚRGICA DE OUTRA UNIDADE E JOELHO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","CRER: FRATURA DE COLO DE FÊMUR, TRANSTROCANTÉRICA E PERTROCANTÉRICA, FRATURA DE CLAVÍCULA, LUXAÇÃO ACROMIOCLAVICULAR, DIÁFISE DO ÚMERO, ARTROPLASTIA DE CABEÇA DO RÁDIO, FRATURA LUXAÇÃO DO TORNOZELO, CALCÂNEO, PÉ, ENTRE OUTRAS. CONFORME DISPONIBILIDADE DIÁRIA DE VAGAS POR ESPECIALIDADE.

NÃO É PERFIL: COLUNA, FRATURAS EXPOSTAS, MÚLTIPLAS FRATURAS, COMPLICAÇÃO CIRÚRGICA DE OUTRA UNIDADE E JOELHO","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","REGULAÇÃO PARA O LEITO","CRER: FRATURA DE COLO DE FÊMUR, TRANSTROCANTÉRICA E PERTROCANTÉRICA, FRATURA DE CLAVÍCULA, LUXAÇÃO ACROMIOCLAVICULAR, DIÁFISE DO ÚMERO, ARTROPLASTIA DE CABEÇA DO RÁDIO, FRATURA LUXAÇÃO DO TORNOZELO, CALCÂNEO, PÉ, ENTRE OUTRAS. CONFORME DISPONIBILIDADE DIÁRIA DE VAGAS POR ESPECIALIDADE.

NÃO É PERFIL: COLUNA, FRATURAS EXPOSTAS, MÚLTIPLAS FRATURAS, COMPLICAÇÃO CIRÚRGICA DE OUTRA UNIDADE E JOELHO","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","REABILITAÇÃO","REGULAÇÃO PARA O LEITO","CRER - A REABILITAÇÃO NEUROFUNCIONAL É INDICADA PARA PACIENTES CLINICAMENTE ESTÁVEIS, VÍTIMAS DE EVENTO RECENTE INCAPACITANTE, COM IDADE SUPERIOR A 8 ANOS, QUE ATENDAM A TODOS OS CRITÉRIOS ESTABELECIDOS NO CHECKLIST. 
O CHECKLIST É PRÉ-REQUISITO OBRIGATÓRIO PARA DEFINIÇÃO DO PERFIL.

NÃO É PERFIL:

• INSTABILIDADE CLÍNICA, RESPIRATÓRIA OU HEMODINÂMICA
• CRISES CONVULSIVAS NÃO CONTROLADAS
• DOENÇA NEUROMUSCULAR (ELA, AMIOTROFIA ESPINHAL, DISTROFIAS, PARKINSON)
• INFECÇÃO ATIVA, EM ANTIBIOTICOTERAPIA E/OU PICO FEBRIL NAS ÚLTIMAS 24H
• INSUFICIÊNCIA RENAL DIALÍTICA
• VENTILAÇÃO MECÂNICA OU USO DE OXIGÊNIO SUPLEMENTAR
• CAQUEXIA
• DRENO (QUALQUER TIPO)
• AUSÊNCIA DE ACOMPANHANTE PARA INTERNAÇÃO
• IDOSO COM ANTECEDENTE DE DEMÊNCIA OU DELIRIUM
• AUSÊNCIA DE RESPOSTA VERBAL, MOTORA OU GESTUAL A COMANDOS
• LESÃO POR PRESSÃO (LPP) ESTÁGIO 3 OU SUPERIOR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","REABILITAÇÃO","REGULAÇÃO PARA O LEITO","CRER - A REABILITAÇÃO NEUROFUNCIONAL É INDICADA PARA PACIENTES CLINICAMENTE ESTÁVEIS, VÍTIMAS DE EVENTO RECENTE INCAPACITANTE, COM IDADE SUPERIOR A 8 ANOS, QUE ATENDAM A TODOS OS CRITÉRIOS ESTABELECIDOS NO CHECKLIST. 
O CHECKLIST É PRÉ-REQUISITO OBRIGATÓRIO PARA DEFINIÇÃO DO PERFIL.

NÃO É PERFIL:

• INSTABILIDADE CLÍNICA, RESPIRATÓRIA OU HEMODINÂMICA
• CRISES CONVULSIVAS NÃO CONTROLADAS
• DOENÇA NEUROMUSCULAR (ELA, AMIOTROFIA ESPINHAL, DISTROFIAS, PARKINSON)
• INFECÇÃO ATIVA, EM ANTIBIOTICOTERAPIA E/OU PICO FEBRIL NAS ÚLTIMAS 24H
• INSUFICIÊNCIA RENAL DIALÍTICA
• VENTILAÇÃO MECÂNICA OU USO DE OXIGÊNIO SUPLEMENTAR
• CAQUEXIA
• DRENO (QUALQUER TIPO)
• AUSÊNCIA DE ACOMPANHANTE PARA INTERNAÇÃO
• IDOSO COM ANTECEDENTE DE DEMÊNCIA OU DELIRIUM
• AUSÊNCIA DE RESPOSTA VERBAL, MOTORA OU GESTUAL A COMANDOS
• LESÃO POR PRESSÃO (LPP) ESTÁGIO 3 OU SUPERIOR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","REABILITAÇÃO","REGULAÇÃO PARA O LEITO","CRER - A REABILITAÇÃO NEUROFUNCIONAL É INDICADA PARA PACIENTES CLINICAMENTE ESTÁVEIS, VÍTIMAS DE EVENTO RECENTE INCAPACITANTE, COM IDADE SUPERIOR A 8 ANOS, QUE ATENDAM A TODOS OS CRITÉRIOS ESTABELECIDOS NO CHECKLIST. 
O CHECKLIST É PRÉ-REQUISITO OBRIGATÓRIO PARA DEFINIÇÃO DO PERFIL.

NÃO É PERFIL:

• INSTABILIDADE CLÍNICA, RESPIRATÓRIA OU HEMODINÂMICA
• CRISES CONVULSIVAS NÃO CONTROLADAS
• DOENÇA NEUROMUSCULAR (ELA, AMIOTROFIA ESPINHAL, DISTROFIAS, PARKINSON)
• INFECÇÃO ATIVA, EM ANTIBIOTICOTERAPIA E/OU PICO FEBRIL NAS ÚLTIMAS 24H
• INSUFICIÊNCIA RENAL DIALÍTICA
• VENTILAÇÃO MECÂNICA OU USO DE OXIGÊNIO SUPLEMENTAR
• CAQUEXIA
• DRENO (QUALQUER TIPO)
• AUSÊNCIA DE ACOMPANHANTE PARA INTERNAÇÃO
• IDOSO COM ANTECEDENTE DE DEMÊNCIA OU DELIRIUM
• AUSÊNCIA DE RESPOSTA VERBAL, MOTORA OU GESTUAL A COMANDOS
• LESÃO POR PRESSÃO (LPP) ESTÁGIO 3 OU SUPERIOR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","REABILITAÇÃO","REGULAÇÃO PARA O LEITO","CRER - A REABILITAÇÃO NEUROFUNCIONAL É INDICADA PARA PACIENTES CLINICAMENTE ESTÁVEIS, VÍTIMAS DE EVENTO RECENTE INCAPACITANTE, COM IDADE SUPERIOR A 8 ANOS, QUE ATENDAM A TODOS OS CRITÉRIOS ESTABELECIDOS NO CHECKLIST. 
O CHECKLIST É PRÉ-REQUISITO OBRIGATÓRIO PARA DEFINIÇÃO DO PERFIL.

NÃO É PERFIL:

• INSTABILIDADE CLÍNICA, RESPIRATÓRIA OU HEMODINÂMICA
• CRISES CONVULSIVAS NÃO CONTROLADAS
• DOENÇA NEUROMUSCULAR (ELA, AMIOTROFIA ESPINHAL, DISTROFIAS, PARKINSON)
• INFECÇÃO ATIVA, EM ANTIBIOTICOTERAPIA E/OU PICO FEBRIL NAS ÚLTIMAS 24H
• INSUFICIÊNCIA RENAL DIALÍTICA
• VENTILAÇÃO MECÂNICA OU USO DE OXIGÊNIO SUPLEMENTAR
• CAQUEXIA
• DRENO (QUALQUER TIPO)
• AUSÊNCIA DE ACOMPANHANTE PARA INTERNAÇÃO
• IDOSO COM ANTECEDENTE DE DEMÊNCIA OU DELIRIUM
• AUSÊNCIA DE RESPOSTA VERBAL, MOTORA OU GESTUAL A COMANDOS
• LESÃO POR PRESSÃO (LPP) ESTÁGIO 3 OU SUPERIOR.","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","CRER - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","REABILITAÇÃO","REGULAÇÃO PARA O LEITO","CRER - A REABILITAÇÃO NEUROFUNCIONAL É INDICADA PARA PACIENTES CLINICAMENTE ESTÁVEIS, VÍTIMAS DE EVENTO RECENTE INCAPACITANTE, COM IDADE SUPERIOR A 8 ANOS, QUE ATENDAM A TODOS OS CRITÉRIOS ESTABELECIDOS NO CHECKLIST. 
O CHECKLIST É PRÉ-REQUISITO OBRIGATÓRIO PARA DEFINIÇÃO DO PERFIL.

NÃO É PERFIL:

• INSTABILIDADE CLÍNICA, RESPIRATÓRIA OU HEMODINÂMICA
• CRISES CONVULSIVAS NÃO CONTROLADAS
• DOENÇA NEUROMUSCULAR (ELA, AMIOTROFIA ESPINHAL, DISTROFIAS, PARKINSON)
• INFECÇÃO ATIVA, EM ANTIBIOTICOTERAPIA E/OU PICO FEBRIL NAS ÚLTIMAS 24H
• INSUFICIÊNCIA RENAL DIALÍTICA
• VENTILAÇÃO MECÂNICA OU USO DE OXIGÊNIO SUPLEMENTAR
• CAQUEXIA
• DRENO (QUALQUER TIPO)
• AUSÊNCIA DE ACOMPANHANTE PARA INTERNAÇÃO
• IDOSO COM ANTECEDENTE DE DEMÊNCIA OU DELIRIUM
• AUSÊNCIA DE RESPOSTA VERBAL, MOTORA OU GESTUAL A COMANDOS
• LESÃO POR PRESSÃO (LPP) ESTÁGIO 3 OU SUPERIOR.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","REGULAÇÃO PARA O LEITO","CRESM: DEPENDÊNCIA QUÍMICA E TRANSTORNO RELACIONADO À DEPENDÊNCIA QUÍMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","REGULAÇÃO PARA O LEITO","CRESM: DEPENDÊNCIA QUÍMICA E TRANSTORNO RELACIONADO À DEPENDÊNCIA QUÍMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","REGULAÇÃO PARA O LEITO","CRESM: DEPENDÊNCIA QUÍMICA E TRANSTORNO RELACIONADO À DEPENDÊNCIA QUÍMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","REGULAÇÃO PARA O LEITO","CRESM: DEPENDÊNCIA QUÍMICA E TRANSTORNO RELACIONADO À DEPENDÊNCIA QUÍMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","REGULAÇÃO PARA O LEITO","CRESM: DEPENDÊNCIA QUÍMICA E TRANSTORNO RELACIONADO À DEPENDÊNCIA QUÍMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","CRESM - APARECIDA DE GOIÂNIA","MÉDIA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","PSIQUIATRIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","CRESM: PACIENTE EGRESSO DO AMBULATÓRIO ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA BUCOMAXILOFACIAL","ENCAMINHAMENTO DE URGÊNCIA ","-","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA BUCOMAXILOFACIAL","ENCAMINHAMENTO DE URGÊNCIA ","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA GERAL","ENCAMINHAMENTO DE URGÊNCIA ","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA GERAL","ENCAMINHAMENTO DE URGÊNCIA ","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HCN: FAB, FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","CIRURGIA PEDIÁTRICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","CIRURGIA PEDIÁTRICA","ACEITE DA UNIDADE EXECUTANTE","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","CIRURGIA PEDIÁTRICA","ACEITE DA UNIDADE EXECUTANTE","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI PEDIATRICA","CIRURGIA PEDIÁTRICA","ACEITE DA UNIDADE EXECUTANTE","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI PEDIATRICA","CIRURGIA PEDIÁTRICA","ACEITE DA UNIDADE EXECUTANTE","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA PEDIÁTRICA","ENCAMINHAMENTO DE URGÊNCIA ","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","PRONTO SOCORRO","CIRURGIA PEDIÁTRICA","ENCAMINHAMENTO DE URGÊNCIA ","HCN: CIPE NO HCN DE QUARTA 19:00 A SÁBADO ATÉ 07:00","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HCN: PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HCN - URUAÇU ","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
