"Município Solicitante","Município Executante","Distancia"
"Monte Alegre de Goiás","Catalão","657,8"
"Monte Alegre de Goiás","Catalão","657,8"
"Monte Alegre de Goiás","Itumbiara","737"
"Monte Alegre de Goiás","Itumbiara","737"
"Monte Alegre de Goiás","Santa Helena de Goiás","759,3"
"Monte Alegre de Goiás","Jataí","860,2"
"Monte Alegre de Goiás","Jataí","860,2"
"Montes Claros de Goiás","São Luís de Montes Belos","151,9"
"Montes Claros de Goiás","Goiás","165,7"
"Montes Claros de Goiás","Ceres","249,1"
"Montes Claros de Goiás","Ceres","249,1"
"Montes Claros de Goiás","Jataí","253,2"
"Montes Claros de Goiás","Jataí","253,2"
"Montes Claros de Goiás","Trindade","258,7"
"Montes Claros de Goiás","Trindade","258,7"
"Montes Claros de Goiás","Santa Helena de Goiás","261,7"
"Montes Claros de Goiás","Jaraguá","267"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Goiânia","287,9"
"Montes Claros de Goiás","Aparecida de Goiânia","295,9"
"Montes Claros de Goiás","Pirenópolis","313,7"
"Montes Claros de Goiás","Anápolis","316,3"
"Montes Claros de Goiás","Uruaçu","351,6"
"Montes Claros de Goiás","Águas Lindas de Goiás","401,3"
"Montes Claros de Goiás","Itumbiara","417,4"
"Montes Claros de Goiás","Itumbiara","417,4"
"Montes Claros de Goiás","Luziânia","435,8"
"Montes Claros de Goiás","Formosa","516,4"
"Montes Claros de Goiás","Catalão","517,7"
"Montes Claros de Goiás","Catalão","517,7"
"Montes Claros de Goiás","Catalão","517,7"
"Montes Claros de Goiás","Catalão","517,7"
"Montividiu","Rio Verde","49,2"
"Montividiu","Rio Verde","49,2"
"Montividiu","Santa Helena de Goiás","93,2"
"Montividiu","Jataí","95,9"
"Montividiu","Jataí","95,9"
"Montividiu","São Luís de Montes Belos","164"
"Montividiu","Goiás","241"
"Montividiu","Trindade","244,9"
"Montividiu","Trindade","244,9"
"Montividiu","Aparecida de Goiânia","259,3"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Goiânia","263,6"
"Montividiu","Itumbiara","279,8"
"Montividiu","Itumbiara","279,8"
"Montividiu","Anápolis","320,2"
"Montividiu","Jaraguá","325,8"
"Montividiu","Ceres","349,2"
"Montividiu","Ceres","349,2"
"Montividiu","Pirenópolis","354"
"Montividiu","Catalão","414,3"
"Montividiu","Catalão","414,3"
"Montividiu","Catalão","414,3"
"Montividiu","Catalão","414,3"
"Montividiu","Águas Lindas de Goiás","425,3"
"Montividiu","Luziânia","433,8"
"Montividiu","Uruaçu","461"
"Montividiu","Formosa","543,4"
"Montividiu do Norte","Porangatu","65,4"
"Montividiu do Norte","Uruaçu","171,7"
"Montividiu do Norte","Ceres","286,7"
"Montividiu do Norte","Ceres","286,7"
"Montividiu do Norte","Águas Lindas de Goiás","326,2"
"Montividiu do Norte","Jaraguá","331,6"
"Montividiu do Norte","Pirenópolis","335,8"
"Montividiu do Norte","Formosa","340,4"
"Montividiu do Norte","Goiás","392,8"
"Montividiu do Norte","Luziânia","399"
"Montividiu do Norte","Anápolis","399,1"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Goiânia","444"
"Montividiu do Norte","Trindade","445,3"
"Montividiu do Norte","Trindade","445,3"
"Montividiu do Norte","Aparecida de Goiânia","461"
"Montividiu do Norte","São Luís de Montes Belos","468"
"Montividiu do Norte","Santa Helena de Goiás","633,5"
"Montividiu do Norte","Catalão","639"
"Montividiu do Norte","Catalão","639"
"Montividiu do Norte","Catalão","639"
"Montividiu do Norte","Catalão","639"
"Montividiu do Norte","Itumbiara","667,4"
"Montividiu do Norte","Itumbiara","667,4"
"Montividiu do Norte","Jataí","707,3"
"Montividiu do Norte","Jataí","707,3"
"Morrinhos","Itumbiara","96,5"
"Morrinhos","Itumbiara","96,5"
"Morrinhos","Itumbiara","96,5"
"Morrinhos","Aparecida de Goiânia","126,3"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Goiânia","144,6"
"Morrinhos","Trindade","156,3"
"Morrinhos","Trindade","156,3"
"Morrinhos","Catalão","162,4"
"Morrinhos","Catalão","162,4"
"Morrinhos","Catalão","162,4"
"Morrinhos","Catalão","162,4"
"Morrinhos","Anápolis","193,2"
"Morrinhos","Santa Helena de Goiás","194,6"
"Morrinhos","São Luís de Montes Belos","234,3"
"Morrinhos","Luziânia","246,5"
"Morrinhos","Pirenópolis","251,9"
"Morrinhos","Jaraguá","265,9"
"Morrinhos","Goiás","274,1"
"Morrinhos","Águas Lindas de Goiás","283,4"
"Morrinhos","Ceres","330"
"Morrinhos","Ceres","330"
"Morrinhos","Jataí","332,8"
"Morrinhos","Jataí","332,8"
"Morrinhos","Formosa","369,8"
"Morrinhos","Uruaçu","421,1"
"Morro Agudo de Goiás","Ceres","64,4"
"Morro Agudo de Goiás","Ceres","64,4"
"Morro Agudo de Goiás","Goiás","87,6"
"Morro Agudo de Goiás","Jaraguá","115,7"
"Morro Agudo de Goiás","Pirenópolis","161,9"
"Morro Agudo de Goiás","Uruaçu","162,6"
"Morro Agudo de Goiás","São Luís de Montes Belos","169,7"
"Morro Agudo de Goiás","Trindade","196,8"
"Morro Agudo de Goiás","Trindade","196,8"
"Morro Agudo de Goiás","Anápolis","200,2"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Goiânia","214"
"Morro Agudo de Goiás","Aparecida de Goiânia","231,2"
"Morro Agudo de Goiás","Águas Lindas de Goiás","241,4"
"Morro Agudo de Goiás","Luziânia","297,7"
"Morro Agudo de Goiás","Santa Helena de Goiás","339,8"
"Morro Agudo de Goiás","Formosa","350,9"
"Morro Agudo de Goiás","Jataí","402,5"
"Morro Agudo de Goiás","Jataí","402,5"
"Morro Agudo de Goiás","Itumbiara","419"
"Morro Agudo de Goiás","Itumbiara","419"
"Morro Agudo de Goiás","Catalão","458,2"
"Morro Agudo de Goiás","Catalão","458,2"
"Morro Agudo de Goiás","Catalão","458,2"
"Morro Agudo de Goiás","Catalão","458,2"
"Mossâmedes","Goiás","29,8"
"Mossâmedes","São Luís de Montes Belos","62,4"
"Mossâmedes","Trindade","122,8"
"Mossâmedes","Trindade","122,8"
"Mossâmedes","Jaraguá","126,3"
"Mossâmedes","Ceres","138"
"Mossâmedes","Ceres","138"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Goiânia","146,4"
"Mossâmedes","Aparecida de Goiânia","158,5"
"Mossâmedes","Anápolis","167,9"
"Mossâmedes","Pirenópolis","169,2"
"Mossâmedes","Santa Helena de Goiás","236,2"
"Mossâmedes","Águas Lindas de Goiás","252,6"
"Mossâmedes","Uruaçu","254,4"
"Mossâmedes","Luziânia","290,5"
"Mossâmedes","Jataí","302,9"
"Mossâmedes","Jataí","302,9"
"Mossâmedes","Itumbiara","330,4"
"Mossâmedes","Itumbiara","330,4"
"Mossâmedes","Formosa","377,4"
"Mossâmedes","Catalão","397,4"
"Mossâmedes","Catalão","397,4"
"Mossâmedes","Catalão","397,4"
"Mossâmedes","Catalão","397,4"
"Mozarlândia","Ceres","149,4"
"Mozarlândia","Ceres","149,4"
"Mozarlândia","Goiás","172,1"
"Mozarlândia","Uruaçu","191,9"
"Mozarlândia","Jaraguá","213,5"
"Mozarlândia","São Luís de Montes Belos","244,3"
"Mozarlândia","Pirenópolis","254,6"
"Mozarlândia","Trindade","289,6"
"Mozarlândia","Trindade","289,6"
"Mozarlândia","Anápolis","296,4"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Goiânia","308,6"
"Mozarlândia","Águas Lindas de Goiás","324,5"
"Mozarlândia","Aparecida de Goiânia","324,8"
"Mozarlândia","Luziânia","392,5"
"Mozarlândia","Santa Helena de Goiás","409,1"
"Mozarlândia","Formosa","422,7"
"Mozarlândia","Jataí","435,8"
"Mozarlândia","Jataí","435,8"
"Mozarlândia","Itumbiara","510"
"Mozarlândia","Itumbiara","510"
"Mozarlândia","Catalão","557,3"
"Mozarlândia","Catalão","557,3"
"Mozarlândia","Catalão","557,3"
"Mozarlândia","Catalão","557,3"
"Mundo Novo","Uruaçu","183"
"Mundo Novo","Porangatu","197"
"Mundo Novo","Ceres","228,3"
"Mundo Novo","Ceres","228,3"
"Mundo Novo","Goiás","288,8"
"Mundo Novo","Jaraguá","291,1"
"Mundo Novo","Pirenópolis","325,6"
"Mundo Novo","São Luís de Montes Belos","366,8"
"Mundo Novo","Águas Lindas de Goiás","370,1"
"Mundo Novo","Anápolis","381,5"
"Mundo Novo","Trindade","397,3"
"Mundo Novo","Trindade","397,3"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Goiânia","410,2"
"Mundo Novo","Aparecida de Goiânia","420,7"
"Mundo Novo","Luziânia","439,5"
"Mundo Novo","Formosa","439,8"
"Mundo Novo","Santa Helena de Goiás","531,4"
"Mundo Novo","Jataí","568,5"
"Mundo Novo","Jataí","568,5"
"Mundo Novo","Itumbiara","623"
"Mundo Novo","Itumbiara","623"
"Mundo Novo","Catalão","647,3"
"Mundo Novo","Catalão","647,3"
"Mundo Novo","Catalão","647,3"
"Mundo Novo","Catalão","647,3"
"Mutunópolis","Porangatu","41,1"
"Mutunópolis","Uruaçu","113,5"
"Mutunópolis","Ceres","219,8"
"Mutunópolis","Ceres","219,8"
"Mutunópolis","Jaraguá","270"
"Mutunópolis","Pirenópolis","285,8"
"Mutunópolis","Águas Lindas de Goiás","299,8"
"Mutunópolis","Goiás","314,4"
"Mutunópolis","Formosa","347,6"
"Mutunópolis","Anápolis","349,1"
"Mutunópolis","Luziânia","377,4"
"Mutunópolis","Trindade","390,8"
"Mutunópolis","Trindade","390,8"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","Goiânia","394,4"
"Mutunópolis","São Luís de Montes Belos","398,4"
"Mutunópolis","Aparecida de Goiânia","412,2"
"Mutunópolis","Santa Helena de Goiás","561"
"Mutunópolis","Catalão","605,7"
"Mutunópolis","Catalão","605,7"
"Mutunópolis","Catalão","605,7"
"Mutunópolis","Catalão","605,7"
"Mutunópolis","Itumbiara","614"
"Mutunópolis","Itumbiara","614"
"Mutunópolis","Jataí","625,8"
"Mutunópolis","Jataí","625,8"
"Nazário","Trindade","55,7"
"Nazário","Trindade","55,7"
"Nazário","São Luís de Montes Belos","66,9"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Goiânia","84,8"
"Nazário","Aparecida de Goiânia","92,2"
"Nazário","Goiás","97,9"
"Nazário","Anápolis","126,6"
"Nazário","Jaraguá","134,1"
"Nazário","Pirenópolis","157,1"
"Nazário","Ceres","178,2"
"Nazário","Ceres","178,2"
"Nazário","Santa Helena de Goiás","192,6"
"Nazário","Águas Lindas de Goiás","238,1"
"Nazário","Luziânia","251"
"Nazário","Itumbiara","258,2"
"Nazário","Itumbiara","258,2"
"Nazário","Uruaçu","290,5"
"Nazário","Jataí","291,4"
"Nazário","Jataí","291,4"
"Nazário","Catalão","325"
"Nazário","Catalão","325"
"Nazário","Catalão","325"
"Nazário","Catalão","325"
"Nazário","Formosa","354,6"
"Nerópolis","Anápolis","39,6"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Goiânia","41,7"
"Nerópolis","Trindade","52,5"
"Nerópolis","Trindade","52,5"
"Nerópolis","Aparecida de Goiânia","61"
"Nerópolis","Pirenópolis","86,1"
"Nerópolis","Jaraguá","93,3"
"Nerópolis","Goiás","136,7"
"Nerópolis","São Luís de Montes Belos","151,7"
"Nerópolis","Águas Lindas de Goiás","151,8"
"Nerópolis","Ceres","158,3"
"Nerópolis","Ceres","158,3"
"Nerópolis","Luziânia","168,4"
"Nerópolis","Uruaçu","251,2"
"Nerópolis","Santa Helena de Goiás","256,9"
"Nerópolis","Itumbiara","267,5"
"Nerópolis","Itumbiara","267,5"
"Nerópolis","Formosa","268"
"Nerópolis","Catalão","286"
"Nerópolis","Catalão","286"
"Nerópolis","Catalão","286"
"Nerópolis","Catalão","286"
"Nerópolis","Jataí","374,3"
"Nerópolis","Jataí","374,3"
"Niquelândia","Uruaçu","93,3"
"Niquelândia","Águas Lindas de Goiás","178,7"
"Niquelândia","Ceres","189,5"
"Niquelândia","Ceres","189,5"
"Niquelândia","Pirenópolis","200,5"
"Niquelândia","Formosa","208,7"
"Niquelândia","Jaraguá","210,5"
"Niquelândia","Luziânia","247,3"
"Niquelândia","Anápolis","256,4"
"Niquelândia","Goiás","291,7"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Goiânia","313,8"
"Niquelândia","Trindade","320,4"
"Niquelândia","Trindade","320,4"
"Niquelândia","Aparecida de Goiânia","329,9"
"Niquelândia","São Luís de Montes Belos","368,3"
"Niquelândia","Catalão","489,7"
"Niquelândia","Catalão","489,7"
"Niquelândia","Catalão","489,7"
"Niquelândia","Catalão","489,7"
"Niquelândia","Santa Helena de Goiás","515,1"
"Niquelândia","Itumbiara","526"
"Niquelândia","Itumbiara","526"
"Niquelândia","Jataí","607,6"
"Niquelândia","Jataí","607,6"
"Nova América","Ceres","59,3"
"Nova América","Ceres","59,3"
"Nova América","Jaraguá","124,5"
"Nova América","Uruaçu","124,8"
"Nova América","Goiás","128,9"
"Nova América","Pirenópolis","167,8"
"Nova América","São Luís de Montes Belos","214,6"
"Nova América","Anápolis","217,7"
"Nova América","Trindade","229,3"
"Nova América","Trindade","229,3"
"Nova América","Águas Lindas de Goiás","235,7"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Goiânia","242,4"
"Nova América","Aparecida de Goiânia","254"
"Nova América","Luziânia","299,2"
"Nova América","Formosa","336,5"
"Nova América","Santa Helena de Goiás","383"
"Nova América","Jataí","439,7"
"Nova América","Jataí","439,7"
"Nova América","Itumbiara","452,8"
"Nova América","Itumbiara","452,8"
"Nova América","Catalão","480"
"Nova América","Catalão","480"
"Nova América","Catalão","480"
"Nova América","Catalão","480"
"Nova Aurora","Catalão","46,1"
"Nova Aurora","Catalão","46,1"
"Nova Aurora","Catalão","46,1"
"Nova Aurora","Catalão","46,1"
"Nova Aurora","Caldas Novas","94,2"
"Nova Aurora","Itumbiara","133,6"
"Nova Aurora","Itumbiara","133,6"
"Nova Aurora","Aparecida de Goiânia","213,3"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Goiânia","229,4"
"Nova Aurora","Luziânia","244,2"
"Nova Aurora","Trindade","245,3"
"Nova Aurora","Trindade","245,3"
"Nova Aurora","Anápolis","247,6"
"Nova Aurora","Santa Helena de Goiás","299,2"
"Nova Aurora","Águas Lindas de Goiás","306,6"
"Nova Aurora","Pirenópolis","308,2"
"Nova Aurora","Jaraguá","337,2"
"Nova Aurora","São Luís de Montes Belos","339"
"Nova Aurora","Formosa","356"
"Nova Aurora","Goiás","372"
"Nova Aurora","Ceres","405,6"
"Nova Aurora","Ceres","405,6"
"Nova Aurora","Jataí","433,2"
"Nova Aurora","Jataí","433,2"
"Nova Aurora","Uruaçu","477,1"
"Nova Crixás","Uruaçu","168,3"
"Nova Crixás","Ceres","191,6"
"Nova Crixás","Ceres","191,6"
"Nova Crixás","Goiás","246,4"
"Nova Crixás","Jaraguá","255,7"
"Nova Crixás","Pirenópolis","293,4"
"Nova Crixás","São Luís de Montes Belos","323,6"
"Nova Crixás","Águas Lindas de Goiás","345,2"
"Nova Crixás","Anápolis","346,7"
"Nova Crixás","Trindade","357,7"
"Nova Crixás","Trindade","357,7"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Goiânia","371,9"
"Nova Crixás","Aparecida de Goiânia","389,3"
"Nova Crixás","Luziânia","413,5"
"Nova Crixás","Formosa","424,3"
"Nova Crixás","Santa Helena de Goiás","488,8"
"Nova Crixás","Jataí","526,4"
"Nova Crixás","Jataí","526,4"
"Nova Crixás","Itumbiara","583,2"
"Nova Crixás","Itumbiara","583,2"
"Nova Crixás","Catalão","612,9"
"Nova Crixás","Catalão","612,9"
"Nova Crixás","Catalão","612,9"
"Nova Crixás","Catalão","612,9"
"Nova Glória","Ceres","25"
"Nova Glória","Ceres","25"
"Nova Glória","Jaraguá","91,8"
"Nova Glória","Uruaçu","105,9"
"Nova Glória","Pirenópolis","126,1"
"Nova Glória","Goiás","131,1"
"Nova Glória","Anápolis","181,3"
"Nova Glória","Águas Lindas de Goiás","190"
"Nova Glória","Trindade","206,4"
"Nova Glória","Trindade","206,4"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","Goiânia","214,8"
"Nova Glória","São Luís de Montes Belos","215,6"
"Nova Glória","Aparecida de Goiânia","233,1"
"Nova Glória","Luziânia","255,6"
"Nova Glória","Formosa","292,6"
"Nova Glória","Santa Helena de Goiás","379,2"
"Nova Glória","Itumbiara","430,7"
"Nova Glória","Itumbiara","430,7"
"Nova Glória","Catalão","446,2"
"Nova Glória","Catalão","446,2"
"Nova Glória","Catalão","446,2"
"Nova Glória","Catalão","446,2"
"Nova Glória","Jataí","449"
"Nova Glória","Jataí","449"
"Nova Iguaçu de Goiás","Uruaçu","49,5"
"Nova Iguaçu de Goiás","Ceres","142,2"
"Nova Iguaçu de Goiás","Ceres","142,2"
"Nova Iguaçu de Goiás","Jaraguá","200,6"
"Nova Iguaçu de Goiás","Pirenópolis","221,3"
"Nova Iguaçu de Goiás","Goiás","240,1"
"Nova Iguaçu de Goiás","Águas Lindas de Goiás","243"
"Nova Iguaçu de Goiás","Anápolis","278"
"Nova Iguaçu de Goiás","Formosa","312,8"
"Nova Iguaçu de Goiás","Trindade","315,8"
"Nova Iguaçu de Goiás","Trindade","315,8"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Goiânia","320,5"
"Nova Iguaçu de Goiás","Luziânia","321"
"Nova Iguaçu de Goiás","São Luís de Montes Belos","324"
"Nova Iguaçu de Goiás","Aparecida de Goiânia","338,5"
"Nova Iguaçu de Goiás","Santa Helena de Goiás","487"
"Nova Iguaçu de Goiás","Catalão","540,4"
"Nova Iguaçu de Goiás","Catalão","540,4"
"Nova Iguaçu de Goiás","Catalão","540,4"
"Nova Iguaçu de Goiás","Catalão","540,4"
"Nova Iguaçu de Goiás","Itumbiara","541,4"
"Nova Iguaçu de Goiás","Itumbiara","541,4"
"Nova Iguaçu de Goiás","Jataí","555,5"
"Nova Iguaçu de Goiás","Jataí","555,5"
"Nova Roma","Formosa","247,7"
"Nova Roma","Uruaçu","311,4"
"Nova Roma","Águas Lindas de Goiás","325,4"
"Nova Roma","Luziânia","363"
"Nova Roma","Pirenópolis","389,5"
"Nova Roma","Ceres","409,6"
"Nova Roma","Ceres","409,6"
"Nova Roma","Jaraguá","416"
"Nova Roma","Anápolis","430"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Goiânia","491,1"
"Nova Roma","Aparecida de Goiânia","503,6"
"Nova Roma","Goiás","504,6"
"Nova Roma","Trindade","506"
"Nova Roma","Trindade","506"
"Nova Roma","São Luís de Montes Belos","574,2"
"Nova Roma","Catalão","596,4"
"Nova Roma","Catalão","596,4"
"Nova Roma","Catalão","596,4"
"Nova Roma","Catalão","596,4"
"Nova Roma","Itumbiara","680,3"
"Nova Roma","Itumbiara","680,3"
"Nova Roma","Santa Helena de Goiás","711,8"
"Nova Roma","Jataí","818,1"
"Nova Roma","Jataí","818,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Goiânia","47,1"
"Nova Veneza","Trindade","48,3"
"Nova Veneza","Trindade","48,3"
"Nova Veneza","Anápolis","51,6"
"Nova Veneza","Aparecida de Goiânia","64,3"
"Nova Veneza","Jaraguá","87,1"
"Nova Veneza","Pirenópolis","87,9"
"Nova Veneza","Goiás","123,5"
"Nova Veneza","São Luís de Montes Belos","140,1"
"Nova Veneza","Ceres","150,2"
"Nova Veneza","Ceres","150,2"
"Nova Veneza","Águas Lindas de Goiás","159,4"
"Nova Veneza","Luziânia","180,1"
"Nova Veneza","Uruaçu","247,3"
"Nova Veneza","Santa Helena de Goiás","252,4"
