"Município Solicitante","Município Executante","Distancia"
"Abadia de Goiás","Trindade","17,9"
"Abadia de Goiás","Trindade","17,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Goiânia","26,9"
"Abadia de Goiás","Aparecida de Goiânia","28,8"
"Abadia de Goiás","Anápolis","89,7"
"Abadia de Goiás","São Luís de Montes Belos","126,2"
"Abadia de Goiás","Jaraguá","138,1"
"Abadia de Goiás","Pirenópolis","139,2"
"Abadia de Goiás","Goiás","145,3"
"Abadia de Goiás","Ceres","199,6"
"Abadia de Goiás","Ceres","199,6"
"Abadia de Goiás","Águas Lindas de Goiás","204,3"
"Abadia de Goiás","Luziânia","207,4"
"Abadia de Goiás","Santa Helena de Goiás","208,9"
"Abadia de Goiás","Itumbiara","227,8"
"Abadia de Goiás","Itumbiara","227,8"
"Abadia de Goiás","Catalão","267,6"
"Abadia de Goiás","Catalão","267,6"
"Abadia de Goiás","Catalão","267,6"
"Abadia de Goiás","Catalão","267,6"
"Abadia de Goiás","Uruaçu","300,5"
"Abadia de Goiás","Formosa","314,9"
"Abadia de Goiás","Jataí","326,6"
"Abadia de Goiás","Jataí","326,6"
"Abadia de Goiás","Rio Verde ","209"
"Abadiânia","Anápolis","39,9"
"Abadiânia","Anápolis","39,9"
"Abadiânia","Anápolis","39,9"
"Abadiânia","Pirenópolis","62"
"Abadiânia","Águas Lindas de Goiás","84,2"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Goiânia","102,5"
"Abadiânia","Luziânia","102,7"
"Abadiânia","Jaraguá","105,9"
"Abadiânia","Aparecida de Goiânia","114,4"
"Abadiânia","Trindade","124,5"
"Abadiânia","Trindade","124,5"
"Abadiânia","Ceres","169,4"
"Abadiânia","Ceres","169,4"
"Abadiânia","Goiás","191,9"
"Abadiânia","Formosa","201,2"
"Abadiânia","São Luís de Montes Belos","223,2"
"Abadiânia","Uruaçu","235,9"
"Abadiânia","Catalão","280,1"
"Abadiânia","Catalão","280,1"
"Abadiânia","Catalão","280,1"
"Abadiânia","Catalão","280,1"
"Abadiânia","Itumbiara","302,3"
"Abadiânia","Itumbiara","302,3"
"Abadiânia","Santa Helena de Goiás","323,5"
"Abadiânia","Jataí","437,8"
"Abadiânia","Jataí","437,8"
"Acreúna","Santa Helena de Goiás","65,9"
"Acreúna","Rio Verde","81,4"
"Acreúna","Rio Verde","81,4"
"Acreúna","São Luís de Montes Belos","123,6"
"Acreúna","Trindade","153,9"
"Acreúna","Trindade","153,9"
"Acreúna","Aparecida de Goiânia","167,2"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Goiânia","174,7"
"Acreúna","Jataí","187,3"
"Acreúna","Jataí","187,3"
"Acreúna","Goiás","202,5"
"Acreúna","Itumbiara","204,8"
"Acreúna","Itumbiara","204,8"
"Acreúna","Anápolis","236,5"
"Acreúna","Jaraguá","256,4"
"Acreúna","Pirenópolis","274,4"
"Acreúna","Ceres","296"
"Acreúna","Ceres","296"
"Acreúna","Catalão","325,4"
"Acreúna","Catalão","325,4"
"Acreúna","Catalão","325,4"
"Acreúna","Catalão","325,4"
"Acreúna","Águas Lindas de Goiás","345,2"
"Acreúna","Luziânia","345,2"
"Acreúna","Uruaçu","414,7"
"Acreúna","Formosa","453,2"
"Adelândia","São Luís de Montes Belos","33,1"
"Adelândia","Goiás","67,8"
"Adelândia","Trindade","97,2"
"Adelândia","Trindade","97,2"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Goiânia","124"
"Adelândia","Aparecida de Goiânia","132,7"
"Adelândia","Jaraguá","141,7"
"Adelândia","Anápolis","159,5"
"Adelândia","Ceres","168,6"
"Adelândia","Ceres","168,6"
"Adelândia","Pirenópolis","176,3"
"Adelândia","Santa Helena de Goiás","199,5"
"Adelândia","Águas Lindas de Goiás","256,7"
"Adelândia","Jataí","278,5"
"Adelândia","Jataí","278,5"
"Adelândia","Luziânia","284,5"
"Adelândia","Uruaçu","284,5"
"Adelândia","Itumbiara","292,6"
"Adelândia","Itumbiara","292,6"
"Adelândia","Catalão","367,2"
"Adelândia","Catalão","367,2"
"Adelândia","Catalão","367,2"
"Adelândia","Catalão","367,2"
"Adelândia","Formosa","381,1"
"Alexânia","Águas Lindas de Goiás","57"
"Alexânia","Pirenópolis","69,5"
"Alexânia","Anápolis","69,6"
"Alexânia","Anápolis","69,6"
"Alexânia","Anápolis","69,6"
"Alexânia","Luziânia","79,4"
"Alexânia","Jaraguá","121,5"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Goiânia","129"
"Alexânia","Aparecida de Goiânia","139,9"
"Alexânia","Trindade","150,8"
"Alexânia","Trindade","150,8"
"Alexânia","Formosa","171,1"
"Alexânia","Ceres","178,8"
"Alexânia","Ceres","178,8"
"Alexânia","Goiás","215,6"
"Alexânia","Uruaçu","229"
"Alexânia","São Luís de Montes Belos","245,9"
"Alexânia","Catalão","287"
"Alexânia","Catalão","287"
"Alexânia","Catalão","287"
"Alexânia","Catalão","287"
"Alexânia","Itumbiara","323,2"
"Alexânia","Itumbiara","323,2"
"Alexânia","Santa Helena de Goiás","352,6"
"Alexânia","Jataí","466,9"
"Alexânia","Jataí","466,9"
"Aloândia","Itumbiara","102,2"
"Aloândia","Itumbiara","102,2"
"Aloândia","Itumbiara","102,2"
"Aloândia","Aparecida de Goiânia","127,9"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Goiânia","145,3"
"Aloândia","Santa Helena de Goiás","146,4"
"Aloândia","Trindade","147,4"
"Aloândia","Trindade","147,4"
"Aloândia","São Luís de Montes Belos","202,5"
"Aloândia","Anápolis","203,6"
"Aloândia","Catalão","208,2"
"Aloândia","Catalão","208,2"
"Aloândia","Catalão","208,2"
"Aloândia","Catalão","208,2"
"Aloândia","Goiás","254,2"
"Aloândia","Pirenópolis","259,2"
"Aloândia","Jaraguá","264,4"
"Aloândia","Luziânia","277,1"
"Aloândia","Jataí","285,7"
"Aloândia","Jataí","285,7"
"Aloândia","Águas Lindas de Goiás","303,7"
"Aloândia","Ceres","323,8"
"Aloândia","Ceres","323,8"
"Aloândia","Formosa","400,2"
"Aloândia","Uruaçu","422,7"
"Alto Horizonte","Uruaçu","55,6"
"Alto Horizonte","Ceres","155,5"
"Alto Horizonte","Ceres","155,5"
"Alto Horizonte","Jaraguá","212,7"
"Alto Horizonte","Pirenópolis","231,6"
"Alto Horizonte","Águas Lindas de Goiás","249,1"
"Alto Horizonte","Goiás","253,6"
"Alto Horizonte","Anápolis","288,5"
"Alto Horizonte","Formosa","314"
"Alto Horizonte","Luziânia","327,4"
"Alto Horizonte","Trindade","328,1"
"Alto Horizonte","Trindade","328,1"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","Goiânia","332,2"
"Alto Horizonte","São Luís de Montes Belos","337,4"
"Alto Horizonte","Aparecida de Goiânia","350"
"Alto Horizonte","Santa Helena de Goiás","500,1"
"Alto Horizonte","Catalão","549,4"
"Alto Horizonte","Catalão","549,4"
"Alto Horizonte","Catalão","549,4"
"Alto Horizonte","Catalão","549,4"
"Alto Horizonte","Itumbiara","552,8"
"Alto Horizonte","Itumbiara","552,8"
"Alto Horizonte","Jataí","568,8"
"Alto Horizonte","Jataí","568,8"
"Alto Paraíso de Goiás","Formosa","194,1"
"Alto Paraíso de Goiás","Uruaçu","222,5"
"Alto Paraíso de Goiás","Águas Lindas de Goiás","245,3"
"Alto Paraíso de Goiás","Luziânia","288,8"
"Alto Paraíso de Goiás","Pirenópolis","295,9"
"Alto Paraíso de Goiás","Ceres","312"
"Alto Paraíso de Goiás","Ceres","312"
"Alto Paraíso de Goiás","Jaraguá","319,7"
"Alto Paraíso de Goiás","Anápolis","347,2"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Goiânia","409"
"Alto Paraíso de Goiás","Trindade","415,1"
"Alto Paraíso de Goiás","Trindade","415,1"
"Alto Paraíso de Goiás","Aparecida de Goiânia","415,6"
"Alto Paraíso de Goiás","Goiás","415,6"
"Alto Paraíso de Goiás","São Luís de Montes Belos","479,2"
"Alto Paraíso de Goiás","Catalão","532,3"
"Alto Paraíso de Goiás","Catalão","532,3"
"Alto Paraíso de Goiás","Catalão","532,3"
"Alto Paraíso de Goiás","Catalão","532,3"
"Alto Paraíso de Goiás","Itumbiara","601,1"
"Alto Paraíso de Goiás","Itumbiara","601,1"
"Alto Paraíso de Goiás","Santa Helena de Goiás","620,4"
"Alto Paraíso de Goiás","Jataí","723,7"
"Alto Paraíso de Goiás","Jataí","723,7"
"Alvorada do Norte","Formosa","183"
"Alvorada do Norte","Águas Lindas de Goiás","287,2"
"Alvorada do Norte","Luziânia","302"
"Alvorada do Norte","Uruaçu","342,2"
"Alvorada do Norte","Pirenópolis","366,6"
"Alvorada do Norte","Anápolis","401,4"
"Alvorada do Norte","Jaraguá","403,8"
"Alvorada do Norte","Ceres","415,8"
"Alvorada do Norte","Ceres","415,8"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Goiânia","454,7"
"Alvorada do Norte","Aparecida de Goiânia","464,2"
"Alvorada do Norte","Trindade","474,5"
"Alvorada do Norte","Trindade","474,5"
"Alvorada do Norte","Goiás","499,8"
"Alvorada do Norte","Catalão","517,1"
"Alvorada do Norte","Catalão","517,1"
"Alvorada do Norte","Catalão","517,1"
"Alvorada do Norte","Catalão","517,1"
"Alvorada do Norte","São Luís de Montes Belos","559,1"
"Alvorada do Norte","Itumbiara","619,1"
"Alvorada do Norte","Itumbiara","619,1"
"Alvorada do Norte","Santa Helena de Goiás","677,4"
"Alvorada do Norte","Jataí","795,6"
"Alvorada do Norte","Jataí","795,6"
"Amaralina","Uruaçu","87,4"
"Amaralina","Ceres","193,4"
"Amaralina","Ceres","193,4"
"Amaralina","Jaraguá","244,2"
"Amaralina","Pirenópolis","260,8"
"Amaralina","Águas Lindas de Goiás","278"
"Amaralina","Goiás","289,4"
"Amaralina","Anápolis","323,9"
"Amaralina","Formosa","332,3"
"Amaralina","Luziânia","355,9"
"Amaralina","Trindade","364,9"
"Amaralina","Trindade","364,9"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","Goiânia","368,6"
"Amaralina","São Luís de Montes Belos","373,3"
"Amaralina","Aparecida de Goiânia","386,5"
"Amaralina","Santa Helena de Goiás","536"
"Amaralina","Catalão","582,1"
"Amaralina","Catalão","582,1"
"Amaralina","Catalão","582,1"
"Amaralina","Catalão","582,1"
"Amaralina","Itumbiara","588,7"
"Amaralina","Itumbiara","588,7"
"Amaralina","Jataí","602,3"
"Amaralina","Jataí","602,3"
"Americano do Brasil","Goiás","51,6"
"Americano do Brasil","São Luís de Montes Belos","65"
"Americano do Brasil","Trindade","87,2"
"Americano do Brasil","Trindade","87,2"
"Americano do Brasil","Jaraguá","112,8"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Goiânia","115,1"
"Americano do Brasil","Aparecida de Goiânia","124"
"Americano do Brasil","Anápolis","135,7"
"Americano do Brasil","Ceres","138,7"
"Americano do Brasil","Ceres","138,7"
"Americano do Brasil","Pirenópolis","145,4"
"Americano do Brasil","Santa Helena de Goiás","228"
"Americano do Brasil","Águas Lindas de Goiás","233,5"
"Americano do Brasil","Uruaçu","254,8"
"Americano do Brasil","Luziânia","260,4"
"Americano do Brasil","Itumbiara","304,1"
"Americano do Brasil","Itumbiara","304,1"
"Americano do Brasil","Jataí","310,2"
"Americano do Brasil","Jataí","310,2"
"Americano do Brasil","Formosa","352,6"
"Americano do Brasil","Catalão","364,4"
"Americano do Brasil","Catalão","364,4"
"Americano do Brasil","Catalão","364,4"
"Americano do Brasil","Catalão","364,4"
"Amorinópolis","São Luís de Montes Belos","98,3"
"Amorinópolis","Goiás","156"
"Amorinópolis","Santa Helena de Goiás","175,9"
"Amorinópolis","Jataí","191,3"
"Amorinópolis","Jataí","191,3"
"Amorinópolis","Trindade","209,6"
"Amorinópolis","Trindade","209,6"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Goiânia","239,7"
"Amorinópolis","Aparecida de Goiânia","243,3"
"Amorinópolis","Jaraguá","252,8"
"Amorinópolis","Ceres","259,1"
"Amorinópolis","Ceres","259,1"
"Amorinópolis","Anápolis","276,4"
"Amorinópolis","Pirenópolis","291,7"
"Amorinópolis","Itumbiara","338"
"Amorinópolis","Itumbiara","338"
"Amorinópolis","Uruaçu","375,2"
"Amorinópolis","Águas Lindas de Goiás","377,6"
"Amorinópolis","Luziânia","405"
"Amorinópolis","Catalão","443,6"
"Amorinópolis","Catalão","443,6"
"Amorinópolis","Catalão","443,6"
"Amorinópolis","Catalão","443,6"
"Amorinópolis","Formosa","493,9"
"Anhanguera","Catalão","45,8"
"Anhanguera","Catalão","45,8"
"Anhanguera","Catalão","45,8"
"Anhanguera","Catalão","45,8"
"Anhanguera","Itumbiara","129,6"
"Anhanguera","Itumbiara","129,6"
"Anhanguera","Caldas Novas","164"
"Anhanguera","Aparecida de Goiânia","240,6"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Goiânia","256,8"
"Anhanguera","Trindade","276,7"
"Anhanguera","Trindade","276,7"
"Anhanguera","Luziânia","279,8"
"Anhanguera","Anápolis","283,4"
"Anhanguera","Santa Helena de Goiás","309,5"
"Anhanguera","Águas Lindas de Goiás","343,3"
"Anhanguera","Pirenópolis","344,4"
"Anhanguera","São Luís de Montes Belos","365,5"
"Anhanguera","Jaraguá","372,6"
"Anhanguera","Formosa","389,5"
"Anhanguera","Goiás","403,1"
"Anhanguera","Ceres","433,4"
"Anhanguera","Ceres","433,4"
"Anhanguera","Jataí","440,6"
"Anhanguera","Jataí","440,6"
"Anhanguera","Uruaçu","513,2"
"Anicuns","São Luís de Montes Belos","58,5"
"Anicuns","Trindade","68,8"
"Anicuns","Trindade","68,8"
"Anicuns","Goiás","78,7"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Goiânia","99,4"
"Anicuns","Aparecida de Goiânia","109"
"Anicuns","Jaraguá","127,6"
"Anicuns","Anápolis","133,7"
"Anicuns","Pirenópolis","156,2"
"Anicuns","Ceres","165,4"
"Anicuns","Ceres","165,4"
"Anicuns","Santa Helena de Goiás","202,1"
"Anicuns","Águas Lindas de Goiás","240,7"
"Anicuns","Luziânia","259,1"
"Anicuns","Itumbiara","276,4"
"Anicuns","Itumbiara","276,4"
"Anicuns","Uruaçu","279,7"
"Anicuns","Jataí","293"
"Anicuns","Jataí","293"
"Anicuns","Catalão","343"
"Anicuns","Catalão","343"
"Anicuns","Catalão","343"
"Anicuns","Catalão","343"
"Anicuns","Formosa","358,6"
"Anápolis","Anápolis","0"
"Anápolis","Anápolis","0"
"Anápolis","Anápolis","0"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Goiânia","65,9"
"Anápolis","Pirenópolis","67,4"
"Anápolis","Aparecida de Goiânia","80"
"Anápolis","Trindade","86,2"
"Anápolis","Trindade","86,2"
"Anápolis","Jaraguá","96,3"
"Anápolis","Águas Lindas de Goiás","121,3"
"Anápolis","Luziânia","132,1"
"Anápolis","Ceres","163,7"
"Anápolis","Ceres","163,7"
"Anápolis","Goiás","165,1"
"Anápolis","São Luís de Montes Belos","188,1"
"Anápolis","Formosa","238,3"
"Anápolis","Uruaçu","241,9"
"Anápolis","Catalão","276,8"
"Anápolis","Catalão","276,8"
"Anápolis","Itumbiara","279,7"
"Anápolis","Itumbiara","279,7"
"Anápolis","Santa Helena de Goiás","288,5"
"Anápolis","Jataí","409,1"
"Anápolis","Jataí","409,1"
"Aparecida de Goiânia","Aparecida de Goiânia","0"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Goiânia","20,6"
"Aparecida de Goiânia","Senador Canedo","31,7"
"Aparecida de Goiânia","Trindade","42,5"
"Aparecida de Goiânia","Trindade","42,5"
"Aparecida de Goiânia","Anápolis","80"
"Aparecida de Goiânia","Pirenópolis","137,9"
"Aparecida de Goiânia","Jaraguá","146,4"
"Aparecida de Goiânia","São Luís de Montes Belos","153"
"Aparecida de Goiânia","Goiás","168,6"
"Aparecida de Goiânia","Luziânia","186,8"
"Aparecida de Goiânia","Águas Lindas de Goiás","192,4"
"Aparecida de Goiânia","Ceres","212,2"
"Aparecida de Goiânia","Ceres","212,2"
"Aparecida de Goiânia","Itumbiara","217,5"
"Aparecida de Goiânia","Itumbiara","217,5"
"Aparecida de Goiânia","Santa Helena de Goiás","222,5"
"Aparecida de Goiânia","Catalão","244,4"
"Aparecida de Goiânia","Catalão","244,4"
"Aparecida de Goiânia","Catalão","244,4"
"Aparecida de Goiânia","Catalão","244,4"
"Aparecida de Goiânia","Formosa","298,4"
"Aparecida de Goiânia","Uruaçu","306,7"
"Aparecida de Goiânia","Jataí","345,2"
"Aparecida de Goiânia","Jataí","345,2"
"Aparecida do Rio Doce","Rio Verde","70,9"
"Aparecida do Rio Doce","Rio Verde","70,9"
"Aparecida do Rio Doce","Jataí","96,3"
"Aparecida do Rio Doce","Jataí","96,3"
"Aparecida do Rio Doce","Santa Helena de Goiás","100,8"
"Aparecida do Rio Doce","Itumbiara","245,6"
"Aparecida do Rio Doce","Itumbiara","245,6"
"Aparecida do Rio Doce","São Luís de Montes Belos","256,6"
"Aparecida do Rio Doce","Trindade","304,3"
"Aparecida do Rio Doce","Trindade","304,3"
"Aparecida do Rio Doce","Aparecida de Goiânia","312,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiânia","322,1"
"Aparecida do Rio Doce","Goiás","340,4"
"Aparecida do Rio Doce","Anápolis","383,8"
"Aparecida do Rio Doce","Catalão","406,9"
"Aparecida do Rio Doce","Catalão","406,9"
"Aparecida do Rio Doce","Catalão","406,9"
"Aparecida do Rio Doce","Catalão","406,9"
"Aparecida do Rio Doce","Jaraguá","410,8"
"Aparecida do Rio Doce","Pirenópolis","422,4"
"Aparecida do Rio Doce","Ceres","437,8"
"Aparecida do Rio Doce","Ceres","437,8"
"Aparecida do Rio Doce","Luziânia","482,3"
"Aparecida do Rio Doce","Águas Lindas de Goiás","489,9"
"Aparecida do Rio Doce","Uruaçu","555,8"
"Aparecida do Rio Doce","Formosa","599,9"
"Aporé","Jataí","150,3"
"Aporé","Jataí","150,3"
"Aporé","Santa Helena de Goiás","233"
"Aporé","Mineiros","246"
"Aporé","Itumbiara","350"
"Aporé","Itumbiara","350"
"Aporé","São Luís de Montes Belos","380,5"
"Aporé","Trindade","428,9"
"Aporé","Trindade","428,9"
"Aporé","Aparecida de Goiânia","436,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiânia","446,5"
"Aporé","Goiás","455,6"
"Aporé","Catalão","505,9"
"Aporé","Catalão","505,9"
"Aporé","Catalão","505,9"
"Aporé","Catalão","505,9"
"Aporé","Anápolis","507,2"
"Aporé","Jaraguá","531,2"
"Aporé","Pirenópolis","551,6"
"Aporé","Ceres","561,1"
"Aporé","Ceres","561,1"
"Aporé","Luziânia","610,8"
"Aporé","Águas Lindas de Goiás","619,7"
"Aporé","Uruaçu","679,1"
"Aporé","Formosa","729,1"
"Aragarças","São Luís de Montes Belos","253,1"
"Aragarças","Goiás","269,2"
"Aragarças","Jataí","272,6"
"Aragarças","Jataí","272,6"
"Aragarças","Santa Helena de Goiás","330,5"
"Aragarças","Ceres","347,9"
"Aragarças","Ceres","347,9"
"Aragarças","Trindade","365,8"
"Aragarças","Trindade","365,8"
"Aragarças","Jaraguá","373,1"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Goiânia","395,2"
"Aragarças","Aparecida de Goiânia","402,2"
"Aragarças","Pirenópolis","413,8"
"Aragarças","Anápolis","417,8"
"Aragarças","Uruaçu","431,5"
"Aragarças","Águas Lindas de Goiás","499,6"
"Aragarças","Itumbiara","502,2"
"Aragarças","Itumbiara","502,2"
"Aragarças","Luziânia","542,6"
"Aragarças","Catalão","615,5"
"Aragarças","Catalão","615,5"
"Aragarças","Catalão","615,5"
"Aragarças","Catalão","615,5"
"Aragarças","Formosa","620,7"
"Aragoiânia","Aparecida de Goiânia","31"
"Aragoiânia","Trindade","38,3"
"Aragoiânia","Trindade","38,3"
"Aragoiânia","Goiânia","41,6"
